video,time,text,likes,term,clean_text,sentiment
https://www.youtube.com/watch?v=xBaoi3cwXiE,4 years ago,"Dear Biki Saha
Thank you very much for approaching us
We have to accept the fact that there is no permanent cure for Lymphatic Filariasis/Lymphedema. But it can be managed.  With Integrative treatment here in IAD we could reduce the the risk of Filariasis.  
We are glad to say that many of our patients found nearly 80% of reduction in limb size after the treatment

Our team of doctors is available on WhatsApp. You can contact them via WhatsApp or via email. Team will respond you immediately. 
Contact details are given below
WhatsApp No: 09895588735
e-mail ID : iadorg@gmail.com",,filariasis,"dear biki saha
thank you very much for approaching us
we have to accept the fact that there is no permanent cure for lymphatic filariasislymphedema but it can be managed  with integrative treatment here in iad we could reduce the the risk of filariasis  
we are glad to say that many of our patients found nearly 80 of reduction in limb size after the treatment

our team of doctors is available on whatsapp you can contact them via whatsapp or via email team will respond you immediately 
contact details are given below
whatsapp no 09895588735
email id  iadorgcom",positive
https://www.youtube.com/watch?v=xBaoi3cwXiE,5 years ago,"Hi,
There is no permanent cure for Lymphatic Filariasis/Lymphoedema. But it can be managed with Integrative treatment.  Treatment duration depends upon the limb size.  Kindly contact us through whatsup number and share few photographs of the affected limb. 
These photographs will help us to evaluate the condition based on that we will guide you.     
Whtasup No: 09895588735
e-mail ID: iadorg@gmail.com",,filariasis,"hi
there is no permanent cure for lymphatic filariasislymphoedema but it can be managed with integrative treatment  treatment duration depends upon the limb size  kindly contact us through whatsup number and share few photographs of the affected limb 
these photographs will help us to evaluate the condition based on that we will guide you     
whtasup no 09895588735
email id iadorgcom",positive
https://www.youtube.com/watch?v=xBaoi3cwXiE,5 years ago,Sir i m frm odisha nd one of my cousin has filariasis ...how do i contact u and what will be the treatment cost,,filariasis,sir i m frm odisha nd one of my cousin has filariasis how do i contact u and what will be the treatment cost,neutral
https://www.youtube.com/watch?v=xBaoi3cwXiE,6 years ago (edited),sir i am RAMESH from AP I had a filariasis please help me,,filariasis,sir i am ramesh from ap i had a filariasis please help me,positive
https://www.youtube.com/watch?v=xBaoi3cwXiE,6 years ago,Sir mujhe filariasis hai 6 years per kafi mota hai help me,,filariasis,sir mujhe filariasis hai 6 years per kafi mota hai help me,positive
https://www.youtube.com/watch?v=xBaoi3cwXiE,6 years ago,There is no permenent cure for lymphoedema/filariasis. Swelling will reduce significantly with regular treatment. Kindly send your photos of affected area for evaluation either by mail to iadorg@gmail.com or whats app to 9895588735. We will evaluate your condition and let you know regarding treatment details.,,filariasis,there is no permenent cure for lymphoedemafilariasis swelling will reduce significantly with regular treatment kindly send your photos of affected area for evaluation either by mail to iadorgcom or whats app to 9895588735 we will evaluate your condition and let you know regarding treatment details,positive
https://www.youtube.com/watch?v=xBaoi3cwXiE,6 years ago,"Hello Neha Hansdal, 

Hum Lymphatic filariasis ke liye massage, yoga aur compression methods ko milakar ek treatment protocol develop kiya hain. Aapko 14 ya 21 days ka treatment IAD mein hum dhenge, baad mein aap yeh treatment ghar mein chalu karna hain. Yeh treatment lene se soojan, filarial fever aur weight kam hojayega, lekin aap yeh treatment ghar mein bhi continue karna padega.  

Zyaada jaankari ke liye humare treatment experts se direct phone par baath kijiye. Phone Number : 04994240862, 04994240863, 09895588735",,filariasis,"hello neha hansdal 

hum lymphatic filariasis ke liye massage yoga aur compression methods ko milakar ek treatment protocol develop kiya hain aapko 14 ya 21 days ka treatment iad mein hum dhenge baad mein aap yeh treatment ghar mein chalu karna hain yeh treatment lene se soojan filarial fever aur weight kam hojayega lekin aap yeh treatment ghar mein bhi continue karna padega  

zyaada jaankari ke liye humare treatment experts se direct phone par baath kijiye phone number  04994240862 04994240863 09895588735",positive
https://www.youtube.com/watch?v=xBaoi3cwXiE,6 years ago,"Hello  Neha Hansda , Hamara treatment home based self-care treatment he. Yeh treatment ghar mein bhi continue karna he, tho swelling kamm ho jayega. Yeh treatment hathi paun (Filariasis), fever ko control kartha hain. Is number par call kare aur hamare treatment experts se direct baath kare. Woh aapke sabhi doubts ko clear karenge : +914994240862, +914994240863, +919895588735",,filariasis,hello  neha hansda  hamara treatment home based selfcare treatment he yeh treatment ghar mein bhi continue karna he tho swelling kamm ho jayega yeh treatment hathi paun filariasis fever ko control kartha hain is number par call kare aur hamare treatment experts se direct baath kare woh aapke sabhi doubts ko clear karenge  914994240862 914994240863 919895588735,positive
https://www.youtube.com/watch?v=xBaoi3cwXiE,6 years ago,"Hello Kanchi Ramesh,

Hum Lymphatic filariasis ke liye massage, yoga aur compression methods ko milakar ek treatment protocol develop kiya hain. Aapko 14 ya 21 days ka treatment humare treatment centre (Kasaragod, Kerala) mein hum dhenge aur sikhayenge ki kaise karna hein. Baad mein, aap yeh treatment ghar mein jaake continue karna hein. 

Yeh treatment lene se soojan, filarial fever aur weight kam hojayega, lekin aap yeh treatment ghar mein bhi continue karna padega. 

Zyaada jaankari ke liye humare treatment experts se direct phone par baath kijiye. Phone Number : 04994240862, 04994240863, 09895588735",,filariasis,"hello kanchi ramesh

hum lymphatic filariasis ke liye massage yoga aur compression methods ko milakar ek treatment protocol develop kiya hain aapko 14 ya 21 days ka treatment humare treatment centre kasaragod kerala mein hum dhenge aur sikhayenge ki kaise karna hein baad mein aap yeh treatment ghar mein jaake continue karna hein 

yeh treatment lene se soojan filarial fever aur weight kam hojayega lekin aap yeh treatment ghar mein bhi continue karna padega 

zyaada jaankari ke liye humare treatment experts se direct phone par baath kijiye phone number  04994240862 04994240863 09895588735",positive
https://www.youtube.com/watch?v=xBaoi3cwXiE,6 years ago,"HelloTharan Das Kurrey,

Hum Lymphatic filariasis ke liye massage, yoga aur compression methods ko milakar ek treatment protocol develop kiya hain. Aapko 14 ya 21 days ka treatment IAD mein hum dhenge aur sikhayenge ki kaise karna hein. Baad mein, aap yeh treatment ghar mein jaake continue karna hein. 

Yeh treatment lene se soojan, filarial fever aur weight kam hojayega, lekin aap yeh treatment ghar mein bhi continue karna padega. 

Zyaada jaankari ke liye humare treatment experts se direct phone par baath kijiye. Phone Number : 04994240862, 04994240863, 09895588735",,filariasis,"hellotharan das kurrey

hum lymphatic filariasis ke liye massage yoga aur compression methods ko milakar ek treatment protocol develop kiya hain aapko 14 ya 21 days ka treatment iad mein hum dhenge aur sikhayenge ki kaise karna hein baad mein aap yeh treatment ghar mein jaake continue karna hein 

yeh treatment lene se soojan filarial fever aur weight kam hojayega lekin aap yeh treatment ghar mein bhi continue karna padega 

zyaada jaankari ke liye humare treatment experts se direct phone par baath kijiye phone number  04994240862 04994240863 09895588735",positive
https://www.youtube.com/watch?v=xBaoi3cwXiE,6 years ago,"Hello Sunil Barnwal,

Hum Lymphatic filariasis ke liye massage, yoga aur compression methods ko milakar ek treatment protocol develop kiya hain. Aapko 14 ya 21 days ka treatment IAD mein hum dhenge, baad mein aap yeh treatment ghar mein chalu karna hain. Yeh treatment lene se soojan, filarial fever aur weight kam hojayega, lekin aap yeh treatment ghar mein bhi continue karna padega.

Zyaada jaankari ke liye humare treatment experts se direct phone par baath kijiye. Phone Number : 04994240862, 04994240863, 09895588735",,filariasis,"hello sunil barnwal

hum lymphatic filariasis ke liye massage yoga aur compression methods ko milakar ek treatment protocol develop kiya hain aapko 14 ya 21 days ka treatment iad mein hum dhenge baad mein aap yeh treatment ghar mein chalu karna hain yeh treatment lene se soojan filarial fever aur weight kam hojayega lekin aap yeh treatment ghar mein bhi continue karna padega

zyaada jaankari ke liye humare treatment experts se direct phone par baath kijiye phone number  04994240862 04994240863 09895588735",positive
https://www.youtube.com/watch?v=xBaoi3cwXiE,7 years ago,Filariasis sirf medicine lene se kam nahi hojayega. Isiliye hum ne integrated treatment develop kiya hain. hamara treatment ka jaankari ke liye is link mein jaayiye. https://www.youtube.com/watch?v=zjvoFHCat8w&t=6s,,filariasis,filariasis sirf medicine lene se kam nahi hojayega isiliye hum ne integrated treatment develop kiya hain hamara treatment ka jaankari ke liye is link mein jaayiye,neutral
https://www.youtube.com/watch?v=xBaoi3cwXiE,7 years ago,"Hello Shahana,

Lymphoedema 2 tharah ke hote hein: Primary aur Secondary. Yadhi Maa ko Primary Lymphoedema he tho disease baby ko bhi ho sakta hein. Ye pregnancy ke time me ya bachcha 10-15 years hone ke baad (Puberty mein) ho sakta hein. 

Lekin, yadhi Maa ko Secondary Lymphoedema ya Filariasis he tho disease baby ko nahi hoga. Filariasis sirf active period mein machchar se hi pheyl sakta he.

Zyaada jaankari ke liye humare treatment experts se baath ki jiye. Phone: 04994240862, 04994240863, 09895588735",,filariasis,"hello shahana

lymphoedema 2 tharah ke hote hein primary aur secondary yadhi maa ko primary lymphoedema he tho disease baby ko bhi ho sakta hein ye pregnancy ke time me ya bachcha 1015 years hone ke baad puberty mein ho sakta hein 

lekin yadhi maa ko secondary lymphoedema ya filariasis he tho disease baby ko nahi hoga filariasis sirf active period mein machchar se hi pheyl sakta he

zyaada jaankari ke liye humare treatment experts se baath ki jiye phone 04994240862 04994240863 09895588735",positive
https://www.youtube.com/watch?v=xBaoi3cwXiE,7 years ago,"Dear Piyush,

Hamara Institution filariasis ke liye modern medicine, ayurveda, homoeopathy aur yoga ke laabhdhaayak amshom samyog kar ke ""Integrative Medicine"" treatment develop kiya hein. Jaankari ke liye hamara website www.iad.org.in visit kijiye ya  hamare treatment experts se direct baath kariye : +914994240862, +914994240863, +919895588735",,filariasis,"dear piyush

hamara institution filariasis ke liye modern medicine ayurveda homoeopathy aur yoga ke laabhdhaayak amshom samyog kar ke integrative medicine treatment develop kiya hein jaankari ke liye hamara website wwwiadorgin visit kijiye ya  hamare treatment experts se direct baath kariye  914994240862 914994240863 919895588735",positive
https://www.youtube.com/watch?v=xBaoi3cwXiE,7 years ago,"Hello ma'm,

Lymphoedema occurs due to damage of the lymphatic vessels. There is dilatation of lymph vessels and normal contractibility is lost (lymphatic vessels carry lymph; its damage causes improper drainage that results in oedema/swelling). Our treatment procedures result in the drainage of lymph, possibly through collateral circulation. As is the case in heart diseases and diabetes, lymphoedema is also not completely curable but we have observed that, following treatment, control of infection and a significant reduction in swelling occurs due to which the patient can return to normal activities. For best results, Lymphoedema/Filariasis patients have to be on long term and often life-long treatment.",,filariasis,"hello mam

lymphoedema occurs due to damage of the lymphatic vessels there is dilatation of lymph vessels and normal contractibility is lost lymphatic vessels carry lymph its damage causes improper drainage that results in oedemaswelling our treatment procedures result in the drainage of lymph possibly through collateral circulation as is the case in heart diseases and diabetes lymphoedema is also not completely curable but we have observed that following treatment control of infection and a significant reduction in swelling occurs due to which the patient can return to normal activities for best results lymphoedemafilariasis patients have to be on long term and often lifelong treatment",positive
https://www.youtube.com/watch?v=zjvoFHCat8w,1 year ago,Are they also treated with ivermectin’s to kill the parasites which cause lymphatic Filariasis?,,filariasis,are they also treated with ivermectins to kill the parasites which cause lymphatic filariasis,negative
https://www.youtube.com/watch?v=zjvoFHCat8w,1 year ago,Can we know the cost for filariasis treatment,,filariasis,can we know the cost for filariasis treatment,neutral
https://www.youtube.com/watch?v=zjvoFHCat8w,2 years ago,i am are infected with this filariasis,,filariasis,i am are infected with this filariasis,negative
https://www.youtube.com/watch?v=zjvoFHCat8w,11 months ago,"We have two centres in Patna
Address is given below

IAD-Filariasis Treatment Unit - Begusarai
Govt. Ayodhya Shivkumari Ayurved College & Hospital
Suhrid Nagar, Begusarai, Bihar- 851218
Contact No: 9567253334. Email gasay.iadksd@gmail.com

IAD-Treatment Unit - Patna
Govt. Tibbi College & Hospital Patna
Arya Rd, Budh Murti, New Area
Kadamkuan, Patna, Bihar 800003
Phone: 9567403334 Email: iadksdpatna@gmail.com",,filariasis,"we have two centres in patna
address is given below

iadfilariasis treatment unit  begusarai
govt ayodhya shivkumari ayurved college  hospital
suhrid nagar begusarai bihar 851218
contact no 9567253334 email gasayiadksdcom

iadtreatment unit  patna
govt tibbi college  hospital patna
arya rd budh murti new area
kadamkuan patna bihar 800003
phone 9567403334 email iadksdpatnacom",negative
https://www.youtube.com/watch?v=zjvoFHCat8w,1 year ago,"The triple therapy contains Tab Albendazole 400 mg, Tab Diethyl carbemazine citrate 300 mg and tab Ivermectine 9 mg, usually used to kill the parasite, which is widely distributed in endemic areas of lymphatic filariasis
In IAD, a combination of medications according to to the symptoms will be prescribed by the dermatologist.  If it is needed ivermectin will also be prescribed.",,filariasis,"the triple therapy contains tab albendazole 400 mg tab diethyl carbemazine citrate 300 mg and tab ivermectine 9 mg usually used to kill the parasite which is widely distributed in endemic areas of lymphatic filariasis
in iad a combination of medications according to to the symptoms will be prescribed by the dermatologist  if it is needed ivermectin will also be prescribed",negative
https://www.youtube.com/watch?v=zjvoFHCat8w,1 year ago,"Hi,
 It is accepted fact that  Filariasis cannot be cured completely  but it can be managed.
With Integrative treatment here in IAD we could reduce the the risk of Filariasis.  
We are glad to say that many of our patients found nearly 80% of reduction in limb size after the treatment.",,filariasis,"hi
 it is accepted fact that  filariasis cannot be cured completely  but it can be managed
with integrative treatment here in iad we could reduce the the risk of filariasis  
we are glad to say that many of our patients found nearly 80 of reduction in limb size after the treatment",positive
https://www.youtube.com/watch?v=zjvoFHCat8w,1 year ago,"We have to accept the fact that there is no permanent cure for Lymphatic Filariasis/Lymphedema. But it can be managed.  With Integrative treatment here in IAD we could reduce the risk of Filariasis.  
We are glad to say that many of our patients found a nearly 80% reduction in limb size after the treatment
For more information kindly contact us   
WhatsApp No: 09895588735
e-mail ID: iadorg@gmail.com",,filariasis,"we have to accept the fact that there is no permanent cure for lymphatic filariasislymphedema but it can be managed  with integrative treatment here in iad we could reduce the risk of filariasis  
we are glad to say that many of our patients found a nearly 80 reduction in limb size after the treatment
for more information kindly contact us   
whatsapp no 09895588735
email id iadorgcom",positive
https://www.youtube.com/watch?v=zjvoFHCat8w,2 years ago,"Hi,
Please visit our centre. We treat filariasis with Integrative treatment combining allopathy, ayurveda, yoga and diet. We successfully treated more than 5000+ patients with this unique treatment protocol. Kindly note down our contact details
To book an appointment kindly contact   Ph:+91 8590125313 / + 91 854793483
WhatsApp No: 09895588735
Email ID: iadorg@gmail.com",,filariasis,"hi
please visit our centre we treat filariasis with integrative treatment combining allopathy ayurveda yoga and diet we successfully treated more than 5000 patients with this unique treatment protocol kindly note down our contact details
to book an appointment kindly contact   ph91 8590125313   91 854793483
whatsapp no 09895588735
email id iadorgcom",positive
https://www.youtube.com/watch?v=zjvoFHCat8w,2 years ago,"नमस्ते,
 यह सच है कि फाइलेरिया को पूरी तरह से ठीक नहीं किया जा सकता है लेकिन इसे प्रबंधित किया जा सकता है।
यहां IAD एकीकृत (Integrated )उपचार से हम फाइलेरिया के खतरे को कम कर सकते हैं।
हमें यह कहते हुए खुशी हो रही है कि हमारे कई रोगियों ने इलाज के बाद अंगों के आकार में लगभग 80% की कमी पाई है।
 इलाज के बारे में अधिक जानने के लिए आप हमसे व्हाट्सएप या ईमेल के जरिए संपर्क कर सकते हैं।
WhatsApp No: 09895588735
E-mail ID: iadorg@gmail.com
Our Address:
Institute of Applied Dermatology
MP XVII/779, Uliyathadka, Madhur Road, Kasaragod-671124 ,Kerala

Hi,
 It is accepted fact that  Filariasis cannot be cured but it can be managed. 
With Integrative treatment here in IAD we could reduce the the risk of Filariasis.  
We are glad to say that many of our patients found nearly 80% of reduction in limb size after the treatment.
To know more about our treatment procedures kindly contact us 
WhatsApp No: 09895588735
E-mail ID: iadorg@gmail.com
Our Address:
Institute of Applied Dermatology
MP XVII/779, Uliyathadka, Madhur Road, Kasaragod-671124 ,Kerala",,filariasis,"नमसत
 यह सच ह क फइलरय क पर तरह स ठक नह कय ज सकत ह लकन इस परबधत कय ज सकत ह
यह iad एककत integrated उपचर स हम फइलरय क खतर क कम कर सकत ह
हम यह कहत हए खश ह रह ह क हमर कई रगय न इलज क बद अग क आकर म लगभग 80 क कम पई ह
 इलज क बर म अधक जनन क लए आप हमस वहटसएप य ईमल क जरए सपरक कर सकत ह
whatsapp no 09895588735
email id iadorgcom
our address
institute of applied dermatology
mp xvii779 uliyathadka madhur road kasaragod671124 kerala

hi
 it is accepted fact that  filariasis cannot be cured but it can be managed 
with integrative treatment here in iad we could reduce the the risk of filariasis  
we are glad to say that many of our patients found nearly 80 of reduction in limb size after the treatment
to know more about our treatment procedures kindly contact us 
whatsapp no 09895588735
email id iadorgcom
our address
institute of applied dermatology
mp xvii779 uliyathadka madhur road kasaragod671124 kerala",positive
https://www.youtube.com/watch?v=zjvoFHCat8w,3 years ago,"Lymphatic Filariasis causes lymphoedema in millions across the developing world but the treatment facility is very limited. People from various countries visit IAD for treatment. We also offer online consultations.
Our contact details are below 
WhatsApp No: 09895588735
e-mail ID : iadorg@gmail.com",,filariasis,"lymphatic filariasis causes lymphoedema in millions across the developing world but the treatment facility is very limited people from various countries visit iad for treatment we also offer online consultations
our contact details are below 
whatsapp no 09895588735
email id  iadorgcom",negative
https://www.youtube.com/watch?v=zjvoFHCat8w,3 years ago,"Hi Vijaya Bhaskar,
We have to asses the condition before estimating the cost.
The treatment cost depends on the size and circumference of limb, duration of treatment, time needed to manage the condition, materials and medicines needed. 
For Lymphedema (including Lymphatic Filariasis) it ranges from Rs. 40,000 to Rs. 85,000.
For more information,  feel free to contact us. Our contact details are:
WhatsApp No: 09895588735
e-mail ID : iadorg@gmail.com",,filariasis,"hi vijaya bhaskar
we have to asses the condition before estimating the cost
the treatment cost depends on the size and circumference of limb duration of treatment time needed to manage the condition materials and medicines needed 
for lymphedema including lymphatic filariasis it ranges from rs 40000 to rs 85000
for more information  feel free to contact us our contact details are
whatsapp no 09895588735
email id  iadorgcom",positive
https://www.youtube.com/watch?v=zjvoFHCat8w,4 years ago,"We are expert in treating patients suffering from Lymphatic Filariasis/Lymphoedema with Low cost, homebased, self-care treatment.  So far we have treated more than 5000 lymphatic Filariasis patients. To know know more about our treatment protocol kindly contact us. Our contact details are below
WhatsApp No : 09895588735
e-mail ID        : iadorg@gmail.com",,filariasis,"we are expert in treating patients suffering from lymphatic filariasislymphoedema with low cost homebased selfcare treatment  so far we have treated more than 5000 lymphatic filariasis patients to know know more about our treatment protocol kindly contact us our contact details are below
whatsapp no  09895588735
email id         iadorgcom",negative
https://www.youtube.com/watch?v=zjvoFHCat8w,4 years ago,"filariasis is a disease by helminths, why anti fungal medicine are use to stop infection?",,filariasis,filariasis is a disease by helminths why anti fungal medicine are use to stop infection,negative
https://www.youtube.com/watch?v=zjvoFHCat8w,4 years ago,"Filariasis causes lymphedema also known as Elephantiasis i.e swelling of the limb. When the swelling is long-standing, the limb gets secondarily infected by bacteria and fungi. In order to treat such fungal infections, we use an antifungal cream. If you wish to learn more, read the following article: Narahari SR, Ryan TJ, Aggithaya MG, Swamy GK. Community dermatology in practice: Control of morbidity in lymphatic filariasis patients in Indian villages. CME (Africa) 2013 http://www.cmej.org.za/index.php/cmej/article/view/2802/3067",,filariasis,filariasis causes lymphedema also known as elephantiasis ie swelling of the limb when the swelling is longstanding the limb gets secondarily infected by bacteria and fungi in order to treat such fungal infections we use an antifungal cream if you wish to learn more read the following article narahari sr ryan tj aggithaya mg swamy gk community dermatology in practice control of morbidity in lymphatic filariasis patients in indian villages cme africa 2013,positive
https://www.youtube.com/watch?v=zjvoFHCat8w,4 years ago,"Yes this condition is real. 
Lymphatic filariasis ia a neglected tropical disease that effect the poor population in the developing countries. India has the largest burden of this disease estimated 25 million people are disabled due to this.  Lymphatic Filariais is commonomly known elephantiasis as the deformed leg looks like that of an elephant. The enfected person is unable to walk or work and suffers from pain and frequent fever. 
The Unique Integrative treatment protocol developed by IAD with combination of various systems of medicine such as  Ayurveda, allopathy, homoeopathy, physiotherapy and yoga has brought a ray of hope for thses patients.  IAD successfully treated more than 5000 Lymphatic Filariasis cases with this unique method. 
For more information kinldy contact
WhatsApp No : 09895588735
e-mail ID        : iadorg@gmail.com",,filariasis,"yes this condition is real 
lymphatic filariasis ia a neglected tropical disease that effect the poor population in the developing countries india has the largest burden of this disease estimated 25 million people are disabled due to this  lymphatic filariais is commonomly known elephantiasis as the deformed leg looks like that of an elephant the enfected person is unable to walk or work and suffers from pain and frequent fever 
the unique integrative treatment protocol developed by iad with combination of various systems of medicine such as  ayurveda allopathy homoeopathy physiotherapy and yoga has brought a ray of hope for thses patients  iad successfully treated more than 5000 lymphatic filariasis cases with this unique method 
for more information kinldy contact
whatsapp no  09895588735
email id         iadorgcom",negative
https://www.youtube.com/watch?v=zjvoFHCat8w,4 years ago,"There is no permanent cure for Lymphatic Filariasis/Lymphodema. But it can be managed with Integrative treatment.  For more information kindly contact us   
Whtasup No: 09895588735
e-mail ID: iadorg@gmail.com",,filariasis,"there is no permanent cure for lymphatic filariasislymphodema but it can be managed with integrative treatment  for more information kindly contact us   
whtasup no 09895588735
email id iadorgcom",positive
https://www.youtube.com/watch?v=zjvoFHCat8w,4 years ago,"For those who are ignorant about this disease...Filariasis is a parasitic disease of the lymph nodes, where the worms block the lymph nodes thus causing the swelling...read this from Wikipedia...Filariasis is a parasitic disease caused by an infection with roundworms of the Filarioidea type. These are spread by blood-feeding insects such as black flies and mosquitoes. Google Filariasis & see...",,filariasis,for those who are ignorant about this diseasefilariasis is a parasitic disease of the lymph nodes where the worms block the lymph nodes thus causing the swellingread this from wikipediafilariasis is a parasitic disease caused by an infection with roundworms of the filarioidea type these are spread by bloodfeeding insects such as black flies and mosquitoes google filariasis  see,negative
https://www.youtube.com/watch?v=zjvoFHCat8w,4 years ago,"This condition (lymphatic filariasis) is caused by a parasitic worm - Wucheria bancrofti, Brugia malayi and Brugia timori are the 3 worms.
They are spread via mosquitos (like malaria).
There is no cure for this condition, but prevention of infection should be emphasized.",,filariasis,"this condition lymphatic filariasis is caused by a parasitic worm  wucheria bancrofti brugia malayi and brugia timori are the 3 worms
they are spread via mosquitos like malaria
there is no cure for this condition but prevention of infection should be emphasized",neutral
https://www.youtube.com/watch?v=zjvoFHCat8w,4 years ago,"Take 4-6 bee sting from apis mellifera or honey bee, 2 sting each the foot, the mellitin contains in bee venom can kill filariasis parasite,, take 2 time a week,,",,filariasis,take 46 bee sting from apis mellifera or honey bee 2 sting each the foot the mellitin contains in bee venom can kill filariasis parasite take 2 time a week,negative
https://www.youtube.com/watch?v=zjvoFHCat8w,4 years ago,"It is not the recommended solution. Because ,Filariais can be managed by proper care and treatment.  With Integrative treatment here in IAD we could reduce the risk of Filariasis. We are glad to say that many of our patients found nearly 80% of reduction in limb size after the treatment.",,filariasis,it is not the recommended solution because filariais can be managed by proper care and treatment  with integrative treatment here in iad we could reduce the risk of filariasis we are glad to say that many of our patients found nearly 80 of reduction in limb size after the treatment,positive
https://www.youtube.com/watch?v=zjvoFHCat8w,4 years ago,"Yes. Lymphatic filariasis transmitted by mosquitoes bites. At IAD we follow a self-care, home-based integrated treatment protocol to treat Lymphatic Filariasis, and this protocol is exclusively developed by IAD. It involves the participation of different health systems such as Ayurveda, Allopathy, Yoga, and Physiotherapy as is required.",,filariasis,yes lymphatic filariasis transmitted by mosquitoes bites at iad we follow a selfcare homebased integrated treatment protocol to treat lymphatic filariasis and this protocol is exclusively developed by iad it involves the participation of different health systems such as ayurveda allopathy yoga and physiotherapy as is required,positive
https://www.youtube.com/watch?v=zjvoFHCat8w,5 years ago,We are not advertising anything through this video. This video is exclusively made to educate the patients suffering from Lymphatic Filariasis/Lymphodema. Here we are showing low cost locally available treatment procedures for Lymphatic Filariasis. This treatment protocol has effectively helped over ten thousand patients spread across the country.,,filariasis,we are not advertising anything through this video this video is exclusively made to educate the patients suffering from lymphatic filariasislymphodema here we are showing low cost locally available treatment procedures for lymphatic filariasis this treatment protocol has effectively helped over ten thousand patients spread across the country,negative
https://www.youtube.com/watch?v=zjvoFHCat8w,5 years ago,Does grade3 filariasis complete ly cured.,,filariasis,does grade3 filariasis complete ly cured,positive
https://www.youtube.com/watch?v=zjvoFHCat8w,5 years ago,"Thank you very much for watching this video.
Our whats up no is  09895588735.
IAD is a skin care center.  We are expert in treating patients suffering from Lymphatic Filariasis/Lymphoedema with Low cost, homebased, self-care treatment. We provide treatment for various diseases, like vitiligo, psoriasis, lichen planus, non-healing ulcers, warts and hemiplegia.
 If you need any further information please contact us at Whtasup No: 09895588735",,filariasis,"thank you very much for watching this video
our whats up no is  09895588735
iad is a skin care center  we are expert in treating patients suffering from lymphatic filariasislymphoedema with low cost homebased selfcare treatment we provide treatment for various diseases like vitiligo psoriasis lichen planus nonhealing ulcers warts and hemiplegia
 if you need any further information please contact us at whtasup no 09895588735",positive
https://www.youtube.com/watch?v=zjvoFHCat8w,5 years ago,"Thank you very much for appreciating our work.
Lymphatic Filariasis causes lymphoedema in millions across the developing world but the treatment facility is very limited. As you rightly pointed out the care of lymphoedema of other causes in developed world is little. We have treated a few African-American and Asian-British patients here in IAD. Our success rate has attracted the attention of the Bill and Melinda Gates Foundation. Their officials and technical experts visited us twice in the past and we sat with them for discussion on a possible expansion of this treatment to other geographical regions. If you are able to bring their attention to the suffering of thousands of lymphoedema patients in the USA it would probably work in a positive direction to expand this treatment at least on a pilot basis.  This could benefits people around the world. If you need any further information please contact us at Whtasup No: 09895588735",,filariasis,"thank you very much for appreciating our work
lymphatic filariasis causes lymphoedema in millions across the developing world but the treatment facility is very limited as you rightly pointed out the care of lymphoedema of other causes in developed world is little we have treated a few africanamerican and asianbritish patients here in iad our success rate has attracted the attention of the bill and melinda gates foundation their officials and technical experts visited us twice in the past and we sat with them for discussion on a possible expansion of this treatment to other geographical regions if you are able to bring their attention to the suffering of thousands of lymphoedema patients in the usa it would probably work in a positive direction to expand this treatment at least on a pilot basis  this could benefits people around the world if you need any further information please contact us at whtasup no 09895588735",positive
https://www.youtube.com/watch?v=zjvoFHCat8w,5 years ago,"Water pills can remove the fluid but increases the protein concentration of the lymph fluid, so it is not recommended to take water pills / Diuretics for Lymphoedema.  
Integrative Medicine is the most effective method to manage Lymphatic filariasis or Lymphoedema, With Integrative Medicine treatment patients can get nearly 80% of reduction in lymph size. 

Limb elevation is practiced routinely for all lymphoedema. However, our research has shown that established lymphoedema has more of connective tissue inside the limb than lymph. Nevertheless, limb elevation is important advice as you pointed out. Although this is not mentioned in the video we do recommend limb elevation to all patients. If you wish to read more on water and connective tissue contents of elephantiasis kindly read our research paper  Arun Kumar Karayi, Vijaya Basavaraj, Saravu R Narahari, Guruprasad Aggithaya, Terence J Ryan, and Rajendra Pilankatta. Human Skin Fibrosis: Up-regulation of Collagen type-III gene transcript in the fibrotic skin nodules of lower limb lymphoedema in Tropical Medicine and International Health (A European journal preprint published)",,filariasis,"water pills can remove the fluid but increases the protein concentration of the lymph fluid so it is not recommended to take water pills  diuretics for lymphoedema  
integrative medicine is the most effective method to manage lymphatic filariasis or lymphoedema with integrative medicine treatment patients can get nearly 80 of reduction in lymph size 

limb elevation is practiced routinely for all lymphoedema however our research has shown that established lymphoedema has more of connective tissue inside the limb than lymph nevertheless limb elevation is important advice as you pointed out although this is not mentioned in the video we do recommend limb elevation to all patients if you wish to read more on water and connective tissue contents of elephantiasis kindly read our research paper  arun kumar karayi vijaya basavaraj saravu r narahari guruprasad aggithaya terence j ryan and rajendra pilankatta human skin fibrosis upregulation of collagen typeiii gene transcript in the fibrotic skin nodules of lower limb lymphoedema in tropical medicine and international health a european journal preprint published",positive
https://www.youtube.com/watch?v=zjvoFHCat8w,5 years ago,"Hi,
 It is accepted fact that  Filariasis cannot be cured but it can be managed. 
With Integrative treatment here in IAD we could reduce the the risk of Filariasis.  
We are glad to say that many of our patients with Grade 3 Filariasis found nearly 80% of reduction in limb size after the treatment.",,filariasis,"hi
 it is accepted fact that  filariasis cannot be cured but it can be managed 
with integrative treatment here in iad we could reduce the the risk of filariasis  
we are glad to say that many of our patients with grade 3 filariasis found nearly 80 of reduction in limb size after the treatment",positive
