query,title,link,published,snippet
chikungunya India,Chikungunya: What are the symptoms; all you need to know - India Today,https://news.google.com/rss/articles/CBMivAFBVV95cUxNcFUzOGRsd0dsR29POHJlLW9maEVxelhuUUdLNVEtT1NuU2FuQXFnS2lIZmJpZklCYk1ueWt2WVh0TlR3OEdRcm1zU1dEZjFzVEhmNHVSa0hEaFB1MmlIU3VzZ3pDQndSNGZQYmVlMkdMcTBUWDIzVFg5aHJKSnBJRGppcWQyNkk2aUdvX1VhSG5HeTRBSzlodUdCMHNkM0VWaW9pRkROWGJqRjlMOEZFQUQ0enBvbGN1OUN2T9IBwgFBVV95cUxOZUVHOVdUUl9QcEN2RGdOSjZjYV9lNDNWRmFZYXhuNTVDUWhnVGdfaWRCUXJpdGxqOTRMb0duQWRibWU0cFNtSk5QZFpsYVBGOXhrb3NmYjhyOHNGZnNXdlBKTHpCdWw2S2ZRWDJQclpqWVdsRVBGbDhrNVVUY0xKZnhBTmJMSUIxTFZjT2kwbzJ3N1NXeE1wVEhaMUJELWlJdzVDVWxJZi1BSE1ZTXNKMWZIN096bDVySlFiTDY4Z3dsdw?oc=5,2021-08-26,"<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxNcFUzOGRsd0dsR29POHJlLW9maEVxelhuUUdLNVEtT1NuU2FuQXFnS2lIZmJpZklCYk1ueWt2WVh0TlR3OEdRcm1zU1dEZjFzVEhmNHVSa0hEaFB1MmlIU3VzZ3pDQndSNGZQYmVlMkdMcTBUWDIzVFg5aHJKSnBJRGppcWQyNkk2aUdvX1VhSG5HeTRBSzlodUdCMHNkM0VWaW9pRkROWGJqRjlMOEZFQUQ0enBvbGN1OUN2T9IBwgFBVV95cUxOZUVHOVdUUl9QcEN2RGdOSjZjYV9lNDNWRmFZYXhuNTVDUWhnVGdfaWRCUXJpdGxqOTRMb0duQWRibWU0cFNtSk5QZFpsYVBGOXhrb3NmYjhyOHNGZnNXdlBKTHpCdWw2S2ZRWDJQclpqWVdsRVBGbDhrNVVUY0xKZnhBTmJMSUIxTFZjT2kwbzJ3N1NXeE1wVEhaMUJELWlJdzVDVWxJZi1BSE1ZTXNKMWZIN096bDVySlFiTDY4Z3dsdw?oc=5"" target=""_blank"">Chikungunya: What are the symptoms; all you need to know</a>&nbsp;&nbsp;<font color=""#6f6f6f"">India Today</font>"
chikungunya India,"Tomato flu not related to Covid-19, monkeypox, dengue and chikungunya: Centre - Mint",https://news.google.com/rss/articles/CBMiygFBVV95cUxOTEdBMHgwQmdHY2hFNmZUQkNHOXNwbGtvcmd0TE4tU0ZuZFRTU3NHSGF1WGIxcm0waU9vSzNxQ3NoT2hwZE0zWFpkR0pIbzg0VXJSZU9UbGRsYVlYYU40X3drUnRucnRGRVZpMFZ5VXFzN0RKNnZsV0JrR1lQMDQ5bmc0X0sxSXRJbWlBbE93dWVPOTlBaU5hWGJPWnZkRUt6Y010eUxSb3dodWFtNmp6SDd0Y0JTLUpxREx6STdWOTFhS1ZDZEZpbHhR0gHPAUFVX3lxTE9UVDg5RmgwRGZnMVBIazRnMWpDcjBUc2VpZjl5Skk1R2hhTHlDTkdWNmx1ZzNtcXg3dmZZTk9aUTY2WHFSWWhKd2NwOFV2MExiVVVCQUVWS3dwMFRVa05uLWRLcWZwUmF2NzdOLUVyNVFzajdibUZuQlZMUm5kQkwtYjVva1NDUFcycXIxZDZjRWNYRzY1eklidkhaYmxmTTFkUkhDYllaWlFFZFl5YVFuUW9DQ0o1SFRRc196QzZ2dFk3TC14dmYtNS04ek1YWQ?oc=5,2022-08-24,"<a href=""https://news.google.com/rss/articles/CBMiygFBVV95cUxOTEdBMHgwQmdHY2hFNmZUQkNHOXNwbGtvcmd0TE4tU0ZuZFRTU3NHSGF1WGIxcm0waU9vSzNxQ3NoT2hwZE0zWFpkR0pIbzg0VXJSZU9UbGRsYVlYYU40X3drUnRucnRGRVZpMFZ5VXFzN0RKNnZsV0JrR1lQMDQ5bmc0X0sxSXRJbWlBbE93dWVPOTlBaU5hWGJPWnZkRUt6Y010eUxSb3dodWFtNmp6SDd0Y0JTLUpxREx6STdWOTFhS1ZDZEZpbHhR0gHPAUFVX3lxTE9UVDg5RmgwRGZnMVBIazRnMWpDcjBUc2VpZjl5Skk1R2hhTHlDTkdWNmx1ZzNtcXg3dmZZTk9aUTY2WHFSWWhKd2NwOFV2MExiVVVCQUVWS3dwMFRVa05uLWRLcWZwUmF2NzdOLUVyNVFzajdibUZuQlZMUm5kQkwtYjVva1NDUFcycXIxZDZjRWNYRzY1eklidkhaYmxmTTFkUkhDYllaWlFFZFl5YVFuUW9DQ0o1SFRRc196QzZ2dFk3TC14dmYtNS04ek1YWQ?oc=5"" target=""_blank"">Tomato flu not related to Covid-19, monkeypox, dengue and chikungunya: Centre</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mint</font>"
chikungunya India,Rash with itching in focus as chikungunya cases rise in Pune - Times of India,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPRXpQWXJ1UDVOZVFZOFZmU3cxUDM0cENpM0VrUV93Q2s0TXFUeWpPVldnYUE5NnpjbWtzMWxrOF9yMDM3d1VfYmFhdDR0dkRTLW9iNGYyYmczZVM5U1ZrdzhJazZEblNucUtiU0hBYzdZVXhQNHNGTDFSbDZ6dGt2RHExYzA3bmhEN0pkcWl3amw1c3NTVlFyRWVzV2FCTEhCRmluM2FrTllsN3dBOThBUkVZb0YtZ1gzRTB2bEF3aGvSAcYBQVVfeXFMUF8wWklPYVlESl9UdGctTlYxdWo3NDRWY254ZEZMTnJTaS1jZ3ZMeXJ2NDNsSU9oblE5NzZDeHY5TTlRMmNqbGV0UjdxMlFVQkRuOFR1bU92T2EzUWRCQTdlNVFlQ3BmbENiSjlaVDJpenY5VHFsUUpKWERYa1YxcUxwSDl5OWYtcWpocDNoN29kTTNnYk1FZkxyQ21mdnU2VVdCalJCamxIbXRuRlgydVFRMXg4ZjNyeE1QeXA1ejc4dlk0MHN3?oc=5,2021-11-20,"<a href=""https://news.google.com/rss/articles/CBMiwAFBVV95cUxPRXpQWXJ1UDVOZVFZOFZmU3cxUDM0cENpM0VrUV93Q2s0TXFUeWpPVldnYUE5NnpjbWtzMWxrOF9yMDM3d1VfYmFhdDR0dkRTLW9iNGYyYmczZVM5U1ZrdzhJazZEblNucUtiU0hBYzdZVXhQNHNGTDFSbDZ6dGt2RHExYzA3bmhEN0pkcWl3amw1c3NTVlFyRWVzV2FCTEhCRmluM2FrTllsN3dBOThBUkVZb0YtZ1gzRTB2bEF3aGvSAcYBQVVfeXFMUF8wWklPYVlESl9UdGctTlYxdWo3NDRWY254ZEZMTnJTaS1jZ3ZMeXJ2NDNsSU9oblE5NzZDeHY5TTlRMmNqbGV0UjdxMlFVQkRuOFR1bU92T2EzUWRCQTdlNVFlQ3BmbENiSjlaVDJpenY5VHFsUUpKWERYa1YxcUxwSDl5OWYtcWpocDNoN29kTTNnYk1FZkxyQ21mdnU2VVdCalJCamxIbXRuRlgydVFRMXg4ZjNyeE1QeXA1ejc4dlk0MHN3?oc=5"" target=""_blank"">Rash with itching in focus as chikungunya cases rise in Pune</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Times of India</font>"
chikungunya India,Dona Ganguly hospitalised with chikungunya - Telegraph India,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNQjF4dkl0NjJiaFYyTXFjcnFweHJMTUcwenM4bzdGRTFMcDk5S0FCZHNXVkphOHliRnhKU3pUZnV4ZURLU2J3cnhXR3FnbzlkSjVKQzhUa2xFRWR4eHBTVFJweDg2Q0Y4Ri1Ra1llVlhOVWFZTVlhMXpnSWE0cTVmLVhmd0RmS0c5SkpQck9DRldTNk5GbXdXMk15UGdzdGFwOF96TmYwbVBXencwR2ZSY3V4Z3NwaXRGdEp5ZW5nbG_SAcYBQVVfeXFMT3ZMZ0RJdy1QT3FnSlBvQXNIZEh4Y0pOYkpOTW45UWowSy15Z2tWU0dPLUg3M3c2OVlsOXJmTjhnMDJTUzRUYnJjR045aTVZU0tjdVpDMDdfc2V6QUtRR0NULXBfS1dfaXE2OXBpeXhjLVdNeE1iS04tWU5DMVJYZ2tkaXdQbnlmNWxVVHZuRmJoZU9mWDNrRGVLUkhHOHhhUk5hOTlWVUduWlc3THFCU2xBeHVIVm84c1k2MURZMjBJQWFFaDhn?oc=5,2022-10-06,"<a href=""https://news.google.com/rss/articles/CBMiwAFBVV95cUxNQjF4dkl0NjJiaFYyTXFjcnFweHJMTUcwenM4bzdGRTFMcDk5S0FCZHNXVkphOHliRnhKU3pUZnV4ZURLU2J3cnhXR3FnbzlkSjVKQzhUa2xFRWR4eHBTVFJweDg2Q0Y4Ri1Ra1llVlhOVWFZTVlhMXpnSWE0cTVmLVhmd0RmS0c5SkpQck9DRldTNk5GbXdXMk15UGdzdGFwOF96TmYwbVBXencwR2ZSY3V4Z3NwaXRGdEp5ZW5nbG_SAcYBQVVfeXFMT3ZMZ0RJdy1QT3FnSlBvQXNIZEh4Y0pOYkpOTW45UWowSy15Z2tWU0dPLUg3M3c2OVlsOXJmTjhnMDJTUzRUYnJjR045aTVZU0tjdVpDMDdfc2V6QUtRR0NULXBfS1dfaXE2OXBpeXhjLVdNeE1iS04tWU5DMVJYZ2tkaXdQbnlmNWxVVHZuRmJoZU9mWDNrRGVLUkhHOHhhUk5hOTlWVUduWlc3THFCU2xBeHVIVm84c1k2MURZMjBJQWFFaDhn?oc=5"" target=""_blank"">Dona Ganguly hospitalised with chikungunya</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Telegraph India</font>"
chikungunya India,BCCI President Sourav Ganguly's wife Dona hospitalised after contracting chikungunya - India TV News,https://news.google.com/rss/articles/CBMigwJBVV95cUxNOXBzdm9qUnFsWDE0SERaZkNMT2tuMEEyNkxLWUxQUkMzVjdaVmF6N2ZHVGdzeVBoRl9iUG8tV2FuNXVjUEg3YVlWN3l3dFpkbUw0M0JsZnNGOEw0aFVLajFxWGM1VGMwdFdLZFdyOWxjekk2cnNjZHh3eE1PTnNmR1ljS1JWZmVuOVdiRTBQdk4yelpUVHE0dnpWc1RVNnJRd2pYS0RyaXNfbGFuUHFwM0k4UzNIeWhCMGJZMnlPUWJCWEhBQV9aTF82Y19Ldnp0eS0xUjdnR3A2WTZidDR5Snh5VDJ6S0JYVm1RTmxQS3Vod1AwZW55eUgxd3phUEJMclhN?oc=5,2022-10-05,"<a href=""https://news.google.com/rss/articles/CBMigwJBVV95cUxNOXBzdm9qUnFsWDE0SERaZkNMT2tuMEEyNkxLWUxQUkMzVjdaVmF6N2ZHVGdzeVBoRl9iUG8tV2FuNXVjUEg3YVlWN3l3dFpkbUw0M0JsZnNGOEw0aFVLajFxWGM1VGMwdFdLZFdyOWxjekk2cnNjZHh3eE1PTnNmR1ljS1JWZmVuOVdiRTBQdk4yelpUVHE0dnpWc1RVNnJRd2pYS0RyaXNfbGFuUHFwM0k4UzNIeWhCMGJZMnlPUWJCWEhBQV9aTF82Y19Ldnp0eS0xUjdnR3A2WTZidDR5Snh5VDJ6S0JYVm1RTmxQS3Vod1AwZW55eUgxd3phUEJMclhN?oc=5"" target=""_blank"">BCCI President Sourav Ganguly's wife Dona hospitalised after contracting chikungunya</a>&nbsp;&nbsp;<font color=""#6f6f6f"">India TV News</font>"
chikungunya India,"Figure 1: Map of Assam, India highlighting the study area Guwahati... - researchgate.net",https://news.google.com/rss/articles/CBMizwFBVV95cUxNSlBQQVM1WXF4bkxTQjljcWRKSU9xamRrQWt2bEw3SDJjYmFjMlpnWmd2UEUxZmZWc0ZTVVFZdzA1NGxUYWhhaFE0VFVxSG03c29qemU0VzJWdkhwaFZGc1lxQzFQTk95ZFRTZ3dJUkVuaTlHbnpLdkV2dTlMTWd0eXh4X2tPNC1vMlQzM09PR0IzX3ZnbXJwcUxrbkliZkJCbkRSS3R4Q1dHdEMzZGwxTUNCVlRpZUVENXRiVFJZOG9zQTNwZ1JMaXR1SjNGQzQ?oc=5,2021-06-22,"<a href=""https://news.google.com/rss/articles/CBMizwFBVV95cUxNSlBQQVM1WXF4bkxTQjljcWRKSU9xamRrQWt2bEw3SDJjYmFjMlpnWmd2UEUxZmZWc0ZTVVFZdzA1NGxUYWhhaFE0VFVxSG03c29qemU0VzJWdkhwaFZGc1lxQzFQTk95ZFRTZ3dJUkVuaTlHbnpLdkV2dTlMTWd0eXh4X2tPNC1vMlQzM09PR0IzX3ZnbXJwcUxrbkliZkJCbkRSS3R4Q1dHdEMzZGwxTUNCVlRpZUVENXRiVFJZOG9zQTNwZ1JMaXR1SjNGQzQ?oc=5"" target=""_blank"">Figure 1: Map of Assam, India highlighting the study area Guwahati...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">researchgate.net</font>"
chikungunya India,This Smokeless & Biodegradable Innovation to Kill Mosquitoes Can Help India Battle Dengue - The Better India,https://news.google.com/rss/articles/CBMivwFBVV95cUxPclNDWHNTcEEwX1lrOHNqckx4ZkYzdW5WdlVjLUFyRDZyazlaX0ZpSTNOaFFxNExHR3I2cy14bTRCbEhzYXBzbEJWMnlWRzFRVVlxTVZWUlJDb0h6WTBjeVJyUnc0X19QV2dTWUJwOWtpN1llbGZNNkxDSUE1bEduYTJ3WVJuYmRHZFcwM1BUcU9JMWlZVjh0a094ZW9qTWp6S0Y4d3pLbjFXZWF3WlJ3SUFIV0ZfZDZldWpTYW1PVdIBxAFBVV95cUxNU2dLRzhzOEN4Z0k3a2M3UV8yRmNLVVZ6R19XZndTQlhzYUdld21MUG44alJ6LXRVVmpIVWU2TF9zNnVJcVBSNEx6T0JPV1VpMUlHUTNWU0NZN3V2Y1Rva0JvY2NmV1NiOEQ0UE9Ud0FqUmZtdENCSWNWX3EteWdkREQtLTNkTDVvQkg0UTRFT0ljT01UemxUc1Z3Z3ZvV0V5T2FhZl9DMUhwRnAwa3B5MTliOGRGanZrdGZEQ2Q1ZFI1Y3d3?oc=5,2023-09-07,"<a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxPclNDWHNTcEEwX1lrOHNqckx4ZkYzdW5WdlVjLUFyRDZyazlaX0ZpSTNOaFFxNExHR3I2cy14bTRCbEhzYXBzbEJWMnlWRzFRVVlxTVZWUlJDb0h6WTBjeVJyUnc0X19QV2dTWUJwOWtpN1llbGZNNkxDSUE1bEduYTJ3WVJuYmRHZFcwM1BUcU9JMWlZVjh0a094ZW9qTWp6S0Y4d3pLbjFXZWF3WlJ3SUFIV0ZfZDZldWpTYW1PVdIBxAFBVV95cUxNU2dLRzhzOEN4Z0k3a2M3UV8yRmNLVVZ6R19XZndTQlhzYUdld21MUG44alJ6LXRVVmpIVWU2TF9zNnVJcVBSNEx6T0JPV1VpMUlHUTNWU0NZN3V2Y1Rva0JvY2NmV1NiOEQ0UE9Ud0FqUmZtdENCSWNWX3EteWdkREQtLTNkTDVvQkg0UTRFT0ljT01UemxUc1Z3Z3ZvV0V5T2FhZl9DMUhwRnAwa3B5MTliOGRGanZrdGZEQ2Q1ZFI1Y3d3?oc=5"" target=""_blank"">This Smokeless & Biodegradable Innovation to Kill Mosquitoes Can Help India Battle Dengue</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Better India</font>"
chikungunya India,ICMR To Train 100 Entomologists To Fight Vector-Borne Diseases | TheHealthSite.com - TheHealthSite,https://news.google.com/rss/articles/CBMivAFBVV95cUxPTTF0U29UTXU5SG1ISE15Vkh0ZVJLRGw5U3NneUs5VXlCc0RwTW9OajZ4NHMtaFNSUXAzN3VOYjF5MTN0ZDhrVDFkb0tJNzJVby1GZXpzMno4Z1l4czR2aEh0SjEtQWZ6RkRuVEhYYXJLMkFHaHJHQmpIZFZMREp1TTFrZUwtaFlVVlRfUFpzd2dLbklYekY2ZGxaSTFCZjZBRF8zZE5zdWxtRV9uYi1lYVhDZjNYT0wzNHZ2WdIBwgFBVV95cUxPY1VLWVBWVVBfQ2dndEdERlJ2VVBNNVI1MmdmQWhkLVdDSl9ZdDFfOUZwYng3SFdaWWtrMjExZGFEOHkyZnc4bjUybU16NGlBSVJIb056bnhxMHdMaEpCX2RZOWpFdjBpZWRFb25NU1VMY3lfQm5oSUtkeWM4N29HZ0FQSWE4Rk5LUl9ISDVZRFQxZWpWU1p5OTRmLTFEclV6aHJ4VkI4RkFnbG9NbktDaVRCc1BIUG04cXJZR2NYdDlodw?oc=5,2022-07-08,"<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxPTTF0U29UTXU5SG1ISE15Vkh0ZVJLRGw5U3NneUs5VXlCc0RwTW9OajZ4NHMtaFNSUXAzN3VOYjF5MTN0ZDhrVDFkb0tJNzJVby1GZXpzMno4Z1l4czR2aEh0SjEtQWZ6RkRuVEhYYXJLMkFHaHJHQmpIZFZMREp1TTFrZUwtaFlVVlRfUFpzd2dLbklYekY2ZGxaSTFCZjZBRF8zZE5zdWxtRV9uYi1lYVhDZjNYT0wzNHZ2WdIBwgFBVV95cUxPY1VLWVBWVVBfQ2dndEdERlJ2VVBNNVI1MmdmQWhkLVdDSl9ZdDFfOUZwYng3SFdaWWtrMjExZGFEOHkyZnc4bjUybU16NGlBSVJIb056bnhxMHdMaEpCX2RZOWpFdjBpZWRFb25NU1VMY3lfQm5oSUtkeWM4N29HZ0FQSWE4Rk5LUl9ISDVZRFQxZWpWU1p5OTRmLTFEclV6aHJ4VkI4RkFnbG9NbktDaVRCc1BIUG04cXJZR2NYdDlodw?oc=5"" target=""_blank"">ICMR To Train 100 Entomologists To Fight Vector-Borne Diseases | TheHealthSite.com</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TheHealthSite</font>"
chikungunya India,"Treat dengue, chikungunya with yoga, pranayam and home remedies by Swami Ramdev - India TV News",https://news.google.com/rss/articles/CBMiuwFBVV95cUxPejVaWTczcnVMem5sX19jRHhFeEhVdC13U0tYczlGbjM0V0M0cU5oVTlKRXI4RUw3WGU4SXRFQjEtM0J6YVBlWnA1TFRIX1dscjJ6YXVVSjFzYTRTUlF5TnVtVnlaRlFmVENqd1BaaUJwR3lZZWJVQWFKOWtnMFk5MnU4dkNDUG1mc3pSUU5KXzlwU19vSUhfRU1EWkNpM0NxcTZnX1ZEOU1zQlF6N1Q2eF8wb0R6bVhlMmZV0gHAAUFVX3lxTE1BQjA1TWxzdEREaUxhVDdPZ0c2dmJ5RFRRTGJ5S1pSUEFySVBzbG9TVFkzbjRmLVhUWHhXei0xZmhKZnlzT21scjBWR1VNZ1RsZklZWGwtVmM4eEhkMWNaaExhUXE3c2F1QnVvZk1SN2F6Nkh0WWlwdDd6Y2M4S21aRklqcUNPSGlJRUNOeHpZYTB2MmF4OWxXd09peW5DNTBTT1lDdjhQS2ttQk1BTE9nZ0Z1eGdaMEo1RS1HWTY0Wg?oc=5,2020-07-19,"<a href=""https://news.google.com/rss/articles/CBMiuwFBVV95cUxPejVaWTczcnVMem5sX19jRHhFeEhVdC13U0tYczlGbjM0V0M0cU5oVTlKRXI4RUw3WGU4SXRFQjEtM0J6YVBlWnA1TFRIX1dscjJ6YXVVSjFzYTRTUlF5TnVtVnlaRlFmVENqd1BaaUJwR3lZZWJVQWFKOWtnMFk5MnU4dkNDUG1mc3pSUU5KXzlwU19vSUhfRU1EWkNpM0NxcTZnX1ZEOU1zQlF6N1Q2eF8wb0R6bVhlMmZV0gHAAUFVX3lxTE1BQjA1TWxzdEREaUxhVDdPZ0c2dmJ5RFRRTGJ5S1pSUEFySVBzbG9TVFkzbjRmLVhUWHhXei0xZmhKZnlzT21scjBWR1VNZ1RsZklZWGwtVmM4eEhkMWNaaExhUXE3c2F1QnVvZk1SN2F6Nkh0WWlwdDd6Y2M4S21aRklqcUNPSGlJRUNOeHpZYTB2MmF4OWxXd09peW5DNTBTT1lDdjhQS2ttQk1BTE9nZ0Z1eGdaMEo1RS1HWTY0Wg?oc=5"" target=""_blank"">Treat dengue, chikungunya with yoga, pranayam and home remedies by Swami Ramdev</a>&nbsp;&nbsp;<font color=""#6f6f6f"">India TV News</font>"
chikungunya India,Mosquito Borne Diseases In India: Community Spread Of Zika Mumbai Grapples With Malaria Dengue - TheHealthSite,https://news.google.com/rss/articles/CBMi5gFBVV95cUxQckpGc0FwZkdPSW1OWUVJMmFmMW9QMFZiYmlNRzE0NVFQRVY1YTJlMXhsbnBSQnJBd0Zuc0dpeVZBd2p1dV9xUXJXdVFjMjcxdFFjRklwV1BtRm1FTDgydldOMkZOdG55cXJhcEdSM1l2ZWEzWEZaRXpxSDZmZUlwNnd6bFlhSC1QYnhEUlpvS0Naei1yODQyOWdDYWJVMGN3RTNLclBPZlMzWTFHNndudkpnbDJObkFocUJSNE8zUEdCQWQ2X3N5VGpjLWFWdkh6Ny05MjhTeGJtY0d0RHNHb29rOXRHd9IB6wFBVV95cUxPcHhhU2R6akRETktrMnJ6VnVZaUpvX0lra2VpQ2cyZ2R4bk11VmNPWDN6UTA2QjZMRTJ2TFVTdlNGVmlFOUNPb1VLUUlDOTRtMWRoU1laSDBvWW56MGotNEYxMjhaajlRQjNHY1NyTDJvcE91cHFPUGpLRUtMVWIxN3JoYXZKNS15Y2ZoZUpWdGpTZzRydmw0TUpKbXdtcS0tZHBNMFljYjU0Ty15eE9LWHFoY2NNZmtMUF9oMDFNaGdYbFFBQnB0aUxjMmlKd2ZnMldhaHdra1p6LU5EQl90cmcyZzNzM2VnYS1n?oc=5,2022-06-27,"<a href=""https://news.google.com/rss/articles/CBMi5gFBVV95cUxQckpGc0FwZkdPSW1OWUVJMmFmMW9QMFZiYmlNRzE0NVFQRVY1YTJlMXhsbnBSQnJBd0Zuc0dpeVZBd2p1dV9xUXJXdVFjMjcxdFFjRklwV1BtRm1FTDgydldOMkZOdG55cXJhcEdSM1l2ZWEzWEZaRXpxSDZmZUlwNnd6bFlhSC1QYnhEUlpvS0Naei1yODQyOWdDYWJVMGN3RTNLclBPZlMzWTFHNndudkpnbDJObkFocUJSNE8zUEdCQWQ2X3N5VGpjLWFWdkh6Ny05MjhTeGJtY0d0RHNHb29rOXRHd9IB6wFBVV95cUxPcHhhU2R6akRETktrMnJ6VnVZaUpvX0lra2VpQ2cyZ2R4bk11VmNPWDN6UTA2QjZMRTJ2TFVTdlNGVmlFOUNPb1VLUUlDOTRtMWRoU1laSDBvWW56MGotNEYxMjhaajlRQjNHY1NyTDJvcE91cHFPUGpLRUtMVWIxN3JoYXZKNS15Y2ZoZUpWdGpTZzRydmw0TUpKbXdtcS0tZHBNMFljYjU0Ty15eE9LWHFoY2NNZmtMUF9oMDFNaGdYbFFBQnB0aUxjMmlKd2ZnMldhaHdra1p6LU5EQl90cmcyZzNzM2VnYS1n?oc=5"" target=""_blank"">Mosquito Borne Diseases In India: Community Spread Of Zika Mumbai Grapples With Malaria Dengue</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TheHealthSite</font>"
chikungunya India,"Meet the minds behind Covaxin and vaccines against Zika, Chikungunya - financialexpress.com",https://news.google.com/rss/articles/CBMiqwFBVV95cUxQMExwR2FzeTFfMEZXQzV3aUZaVGNTd1psVk1TdHp1aERhUFVMeTh1T0E5aEtWbkZrejBLQTdvaS01bVVJcWVpMWhNUmlIY1Q0VGMtZEpXeHZSV0tjTjdRckh5cjlnbEpGVXlON2FwcEowOGhkUWNfTGNlNTlWX29CdGZyaHJjaVpLYnNkVGVpdzJYMnRRNU5BTG4xNlVkR2VtODlGMkNjLWk3b3c?oc=5,2021-01-04,"<a href=""https://news.google.com/rss/articles/CBMiqwFBVV95cUxQMExwR2FzeTFfMEZXQzV3aUZaVGNTd1psVk1TdHp1aERhUFVMeTh1T0E5aEtWbkZrejBLQTdvaS01bVVJcWVpMWhNUmlIY1Q0VGMtZEpXeHZSV0tjTjdRckh5cjlnbEpGVXlON2FwcEowOGhkUWNfTGNlNTlWX29CdGZyaHJjaVpLYnNkVGVpdzJYMnRRNU5BTG4xNlVkR2VtODlGMkNjLWk3b3c?oc=5"" target=""_blank"">Meet the minds behind Covaxin and vaccines against Zika, Chikungunya</a>&nbsp;&nbsp;<font color=""#6f6f6f"">financialexpress.com</font>"
chikungunya India,Sourav Ganguly’s wife Dona admitted to Kolkata hospital with chikungunya - Tribune India,https://news.google.com/rss/articles/CBMivAFBVV95cUxNZjNQRlExYkllQ0RzMlFqbXBaWDhoYUcxdkZQc2p3RC1xZFVObGg1cmJuMGktLUVRdEk4ZC02VFZTNC1hVHd1STl4OVlpLW1zNDVKZ09UV21GNnkydUZncTRGNHdRUmRiQTFzME15UmU2anl0Q1I3dkhvbnVfUUVyeU92a3NJN1lQb2lZcFZxMTJ6ZTFZdDdMWThvLUFJbThQLVdzZ1A5cWRndl9ORzdlSzFZdUxxYVpsdTZwNNIBwAFBVV95cUxQV0RDMlQ2M3FKM1dKcU5DQVNXSjJrRUNDYWc1WnpDVHpGWE8yMnlaOXIyeEdmUTRBUFlXbGl6Vy0yemNmTGxndFJWNEFsVmlHSEt2NTIwT3c1NjZjQnR4WGwzYnYyeUItSmNzNG00a3Eza1J6R3VCZklVRVo5SWVydHFfdi1xb2lHdGtvNnlXaDMxT19zNkM4M1MxTTNPQ1ZuSlROQ2tvcDZTMjhZOXVjODduRmxJTDFQMHh6WU03bzY?oc=5,2022-10-06,"<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxNZjNQRlExYkllQ0RzMlFqbXBaWDhoYUcxdkZQc2p3RC1xZFVObGg1cmJuMGktLUVRdEk4ZC02VFZTNC1hVHd1STl4OVlpLW1zNDVKZ09UV21GNnkydUZncTRGNHdRUmRiQTFzME15UmU2anl0Q1I3dkhvbnVfUUVyeU92a3NJN1lQb2lZcFZxMTJ6ZTFZdDdMWThvLUFJbThQLVdzZ1A5cWRndl9ORzdlSzFZdUxxYVpsdTZwNNIBwAFBVV95cUxQV0RDMlQ2M3FKM1dKcU5DQVNXSjJrRUNDYWc1WnpDVHpGWE8yMnlaOXIyeEdmUTRBUFlXbGl6Vy0yemNmTGxndFJWNEFsVmlHSEt2NTIwT3c1NjZjQnR4WGwzYnYyeUItSmNzNG00a3Eza1J6R3VCZklVRVo5SWVydHFfdi1xb2lHdGtvNnlXaDMxT19zNkM4M1MxTTNPQ1ZuSlROQ2tvcDZTMjhZOXVjODduRmxJTDFQMHh6WU03bzY?oc=5"" target=""_blank"">Sourav Ganguly’s wife Dona admitted to Kolkata hospital with chikungunya</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tribune India</font>"
chikungunya India,US approves first vaccine against chikungunya virus - The Straits Times,https://news.google.com/rss/articles/CBMivAFBVV95cUxQUmVZVVk3N3NITDJHV2ozY2JiUV9ZajlSN3pSeUhPUzBGT2VGLVphb1BCdXhRZ3JHZGxKZExfM1I0SXlrZEtLMHo4eWYxSXBVanlMSmc1WDMtTUZKU05fZ1ZhcUFRWFhJUUZrbDEtOHgxV1F2Qm92OU5keFJOVFZ0RF92S29lSHE1SjUyYzJKT1cxWEcxTkJEVjVEOW5nZ1lOOFFsenotM2ZwNEJldlNQYWRVcDVWcGoyZktWNg?oc=5,2023-11-10,"<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxQUmVZVVk3N3NITDJHV2ozY2JiUV9ZajlSN3pSeUhPUzBGT2VGLVphb1BCdXhRZ3JHZGxKZExfM1I0SXlrZEtLMHo4eWYxSXBVanlMSmc1WDMtTUZKU05fZ1ZhcUFRWFhJUUZrbDEtOHgxV1F2Qm92OU5keFJOVFZ0RF92S29lSHE1SjUyYzJKT1cxWEcxTkJEVjVEOW5nZ1lOOFFsenotM2ZwNEJldlNQYWRVcDVWcGoyZktWNg?oc=5"" target=""_blank"">US approves first vaccine against chikungunya virus</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Straits Times</font>"
